69;bayburt        ;801;676;1080;305;457;815;1185;312;1394;1294;1078;302;476;863;1162;1135;1411;704;548;1275;441;1358;395;157;125;1058;732;234;76;729;879;1132;871;1126;1408;327;724;575;1334;700;1015;871;1136;490;1387;705;535;1418;395;648;699;279;247;978;426;572;589;377;1256;391;177;257;618;1192;532;601;923;724;0;872;744;494;668;903;346;449;1080;823;795;807;910
70;karaman        ;293;631;340;1113;621;370;377;1120;642;664;547;879;1039;566;410;618;857;466;530;523;831;1022;741;748;933;451;509;791;851;1203;490;380;234;790;668;1136;571;304;999;321;680;119;436;643;647;491;842;665;988;256;178;849;989;642;702;1014;743;499;921;564;910;871;648;452;1204;434;643;212;872;0;361;927;1013;662;1154;1257;681;592;545;382;613
71;kirikkale      ;486;665;338;985;260;74;563;889;679;620;397;815;1006;262;504;469;748;105;169;560;826;757;677;620;805;317;580;533;691;1274;678;459;479;525;667;1007;210;242;733;109;414;249;395;579;646;505;913;702;925;202;284;488;741;377;341;1013;382;371;655;309;663;743;719;450;1141;144;338;218;744;361;0;926;1084;358;1026;1129;479;288;644;575;308
72;batman         ;634;302;1210;366;807;1000;1182;565;1512;1523;1301;196;134;1188;1280;1372;1651;1031;874;1393;100;1683;252;468;370;1220;418;729;571;375;613;1250;703;1451;1538;580;1061;682;1659;817;1340;989;1306;347;1517;465;148;1492;215;765;816;774;620;1303;936;87;1062;593;1581;696;672;339;273;1322;293;813;1264;841;494;927;926;0;183;1241;599;469;1405;1176;473;541;1235
73;sirnak         ;720;465;1299;424;1001;1158;1268;739;1601;1623;1458;384;192;1346;1369;1530;1809;1189;1068;1482;294;1841;446;655;544;1378;504;903;744;192;699;1339;789;1609;1628;639;1254;840;1817;975;1498;1078;1396;541;1607;582;199;1578;273;923;930;948;794;1461;1130;100;1256;787;1739;890;846;526;358;1411;351;1007;1422;988;668;1013;1084;183;0;1442;681;528;1563;1372;559;627;1392
74;bartin         ;784;1022;518;1171;436;286;805;1026;858;586;370;1072;1264;177;684;427;703;278;374;739;1142;650;972;806;991;445;938;669;828;1595;981;685;777;418;759;1193;181;600;626;467;307;551;476;894;722;862;1236;882;1182;559;642;624;878;270;477;1329;361;656;548;547;799;929;1076;630;1398;498;89;516;903;662;358;1241;1442;0;1135;1315;372;86;1001;873;202
75;ardahan        ;1039;751;1362;305;781;1097;1467;117;1676;1561;1345;407;489;1130;1444;1402;1678;991;829;1557;545;1625;547;412;230;1340;883;466;422;641;1018;1414;1108;1393;1690;89;955;857;1602;982;1283;1153;1418;642;1669;864;640;1700;408;930;981;511;257;1245;658;585;821;659;1524;715;336;460;722;1474;444;883;1168;1006;346;1154;1026;599;681;1135;0;222;1348;1067;922;946;1177
76;igdir          ;1081;750;1464;144;884;1200;1570;336;1779;1720;1505;496;336;1290;1547;1561;1838;1131;975;1660;544;1785;636;514;326;1442;865;683;525;419;1060;1517;1151;1552;1793;135;1134;960;1761;1084;1442;1256;1521;730;1772;913;617;1802;385;1032;1084;728;477;1405;874;432;1038;762;1683;818;555;563;721;1576;222;985;1349;1109;449;1257;1129;469;528;1315;222;0;1507;1250;920;989;1336
77;yalova         ;906;1144;342;1363;628;407;607;1239;505;216;124;1294;1486;217;485;69;334;450;567;499;1306;410;1157;998;1184;215;1060;882;1041;1754;1102;487;898;178;389;1386;464;721;386;588;65;568;245;1058;353;984;1393;604;1404;681;764;837;1091;103;690;1493;644;847;308;739;1012;1121;1198;383;1591;620;284;637;1080;681;479;1405;1563;372;1348;1507;0;351;1123;995;171
78;karabuk        ;714;952;448;1106;371;216;735;958;788;564;349;1007;1198;134;614;405;682;192;309;669;1077;628;907;741;926;426;868;601;760;1530;911;615;707;396;738;1128;113;530;605;397;286;481;454;829;701;792;1171;812;1117;489;572;556;810;249;410;1263;293;591;527;482;731;864;1006;560;1333;428;101;446;823;592;288;1176;1372;86;1067;1250;351;0;931;803;180
79;kilis          ;252;210;831;817;647;718;800;887;1133;1155;1018;518;585;906;901;1090;1349;748;683;1014;377;1400;403;667;692;938;64;763;823;749;146;871;321;1168;1160;897;854;400;1377;535;1058;610;928;305;1139;142;388;1110;626;483;462;751;961;1021;776;560;901;471;1299;536;882;539;194;943;744;599;982;520;795;545;644;473;559;1001;922;920;1123;931;0;159;952
80;osmaniye       ;89;245;668;885;609;581;637;912;970;992;875;540;653;778;738;946;1186;680;646;851;445;1272;403;683;717;780;123;726;786;817;128;708;158;1040;997;921;786;363;1249;466;930;447;765;304;976;105;456;947;650;377;299;714;924;892;738;628;864;434;1171;499;845;538;262;780;812;561;854;358;807;382;575;541;627;873;946;989;995;803;159;0;824
81;duzce;735;973;371;1192;458;237;636;1068;689;384;168;1124;1315;46;515;225;502;279;396;570;1135;448;986;827;1013;244;889;711;870;1583;932;516;728;216;557;1215;293;550;425;418;106;501;274;887;521;813;1222;712;1233;510;593;666;920;68;519;1322;474;676;347;568;841;951;1027;412;1420;449;113;467;910;613;308;1235;1392;202;1177;1336;171;180;952;824;0
